"country","continent","year","lifeExp","pop","gdpPercap"
"Denmark","Europe",1992,75.33,5.17139e+06,26406.7
"Denmark","Europe",1997,76.11,5.28366e+06,29804.3
"Denmark","Europe",2002,77.18,5.37469e+06,32166.5
"Denmark","Europe",2007,78.332,5.46812e+06,35278.4
"Djibouti","Africa",1952,34.812,63149,2669.53
"Djibouti","Africa",1957,37.328,71851,2864.97
"Djibouti","Africa",1962,39.693,89898,3020.99
"Djibouti","Africa",1967,42.074,127617,3020.05
"Djibouti","Africa",1972,44.366,178848,3694.21
"Djibouti","Africa",1977,46.519,228694,3081.76
"Djibouti","Africa",1982,48.812,305991,2879.47
"Djibouti","Africa",1987,50.04,311025,2880.1
"Djibouti","Africa",1992,51.604,384156,2377.16
"Djibouti","Africa",1997,53.157,417908,1895.02
"Djibouti","Africa",2002,53.373,447416,1908.26
"Djibouti","Africa",2007,54.791,496374,2082.48
"Dominican Republic","Americas",1952,45.928,2.49135e+06,1397.72
"Dominican Republic","Americas",1957,49.828,2.92319e+06,1544.4
"Dominican Republic","Americas",1962,53.459,3.45343e+06,1662.14
"Dominican Republic","Americas",1967,56.751,4.04915e+06,1653.72
"Dominican Republic","Americas",1972,59.631,4.67133e+06,2189.87
"Dominican Republic","Americas",1977,61.788,5.3028e+06,2681.99
"Dominican Republic","Americas",1982,63.727,5.96835e+06,2861.09
"Dominican Republic","Americas",1987,66.046,6.6553e+06,2899.84
"Dominican Republic","Americas",1992,68.457,7.35118e+06,3044.21
"Dominican Republic","Americas",1997,69.957,7.99236e+06,3614.1
"Dominican Republic","Americas",2002,70.847,8.65032e+06,4563.81
"Dominican Republic","Americas",2007,72.235,9.31962e+06,6025.37
"Ecuador","Americas",1952,48.357,3.54875e+06,3522.11
"Ecuador","Americas",1957,51.356,4.05838e+06,3780.55
"Ecuador","Americas",1962,54.64,4.68171e+06,4086.11
"Ecuador","Americas",1967,56.678,5.43242e+06,4579.07
"Ecuador","Americas",1972,58.796,6.29865e+06,5280.99
"Ecuador","Americas",1977,61.31,7.27887e+06,6679.62
"Ecuador","Americas",1982,64.342,8.36585e+06,7213.79
"Ecuador","Americas",1987,67.231,9.54516e+06,6481.78
"Ecuador","Americas",1992,69.613,1.07484e+07,7103.7
"Ecuador","Americas",1997,72.312,1.19118e+07,7429.46
"Ecuador","Americas",2002,74.173,1.29212e+07,5773.04
"Ecuador","Americas",2007,74.994,1.37557e+07,6873.26
"Egypt","Africa",1952,41.893,2.22233e+07,1418.82
"Egypt","Africa",1957,44.444,2.50097e+07,1458.92
"Egypt","Africa",1962,46.992,2.81733e+07,1693.34
"Egypt","Africa",1967,49.293,3.16812e+07,1814.88
"Egypt","Africa",1972,51.137,3.48074e+07,2024.01
"Egypt","Africa",1977,53.319,3.87839e+07,2785.49
"Egypt","Africa",1982,56.006,4.56818e+07,3503.73
"Egypt","Africa",1987,59.797,5.27991e+07,3885.46
"Egypt","Africa",1992,63.674,5.94022e+07,3794.76
"Egypt","Africa",1997,67.217,6.61343e+07,4173.18
"Egypt","Africa",2002,69.806,7.33126e+07,4754.6
"Egypt","Africa",2007,71.338,8.02645e+07,5581.18
"El Salvador","Americas",1952,45.262,2.04286e+06,3048.3
"El Salvador","Americas",1957,48.57,2.3558e+06,3421.52
"El Salvador","Americas",1962,52.307,2.74769e+06,3776.8
"El Salvador","Americas",1967,55.855,3.23293e+06,4358.6
"El Salvador","Americas",1972,58.207,3.7909e+06,4520.25
"El Salvador","Americas",1977,56.696,4.28259e+06,5138.92
"El Salvador","Americas",1982,56.604,4.47487e+06,4098.34
"El Salvador","Americas",1987,63.154,4.84219e+06,4140.44
"El Salvador","Americas",1992,66.798,5.27465e+06,4444.23
"El Salvador","Americas",1997,69.535,5.78344e+06,5154.83
"El Salvador","Americas",2002,70.734,6.35368e+06,5351.57
"El Salvador","Americas",2007,71.878,6.93969e+06,5728.35
"Equatorial Guinea","Africa",1952,34.482,216964,375.643
"Equatorial Guinea","Africa",1957,35.983,232922,426.096
"Equatorial Guinea","Africa",1962,37.485,249220,582.842
"Equatorial Guinea","Africa",1967,38.987,259864,915.596
"Equatorial Guinea","Africa",1972,40.516,277603,672.412
"Equatorial Guinea","Africa",1977,42.024,192675,958.567
"Equatorial Guinea","Africa",1982,43.662,285483,927.825
"Equatorial Guinea","Africa",1987,45.664,341244,966.897
"Equatorial Guinea","Africa",1992,47.545,387838,1132.06
"Equatorial Guinea","Africa",1997,48.245,439971,2814.48
"Equatorial Guinea","Africa",2002,49.348,495627,7703.5
"Equatorial Guinea","Africa",2007,51.579,551201,12154.1
"Eritrea","Africa",1952,35.928,1.43876e+06,328.941
"Eritrea","Africa",1957,38.047,1.54261e+06,344.162
"Eritrea","Africa",1962,40.158,1.66662e+06,380.996
"Eritrea","Africa",1967,42.189,1.82032e+06,468.795
"Eritrea","Africa",1972,44.142,2.26019e+06,514.324
"Eritrea","Africa",1977,44.535,2.51264e+06,505.754
"Eritrea","Africa",1982,43.89,2.6373e+06,524.876
"Eritrea","Africa",1987,46.453,2.91596e+06,521.134
"Eritrea","Africa",1992,49.991,3.66844e+06,582.859
"Eritrea","Africa",1997,53.378,4.05832e+06,913.471
"Eritrea","Africa",2002,55.24,4.41486e+06,765.35
"Eritrea","Africa",2007,58.04,4.90658e+06,641.37
"Ethiopia","Africa",1952,34.078,2.08609e+07,362.146
"Ethiopia","Africa",1957,36.667,2.28156e+07,378.904
"Ethiopia","Africa",1962,40.059,2.51454e+07,419.456
"Ethiopia","Africa",1967,42.115,2.78603e+07,516.119
"Ethiopia","Africa",1972,43.515,3.07704e+07,566.244
"Ethiopia","Africa",1977,44.51,3.46178e+07,556.808
"Ethiopia","Africa",1982,44.916,3.81118e+07,577.861
"Ethiopia","Africa",1987,46.684,4.29995e+07,573.741
"Ethiopia","Africa",1992,48.091,5.20886e+07,421.353
"Ethiopia","Africa",1997,49.402,5.98613e+07,515.889
"Ethiopia","Africa",2002,50.725,6.79468e+07,530.054
"Ethiopia","Africa",2007,52.947,7.65119e+07,690.806
"Finland","Europe",1952,66.55,4.0905e+06,6424.52
"Finland","Europe",1957,67.49,4.324e+06,7545.42
"Finland","Europe",1962,68.75,4.49144e+06,9371.84
"Finland","Europe",1967,69.83,4.60574e+06,10921.6
"Finland","Europe",1972,70.87,4.63966e+06,14358.9
"Finland","Europe",1977,72.52,4.7389e+06,15605.4
"Finland","Europe",1982,74.55,4.82693e+06,18533.2
"Finland","Europe",1987,74.83,4.93173e+06,21141
"Finland","Europe",1992,75.7,5.04104e+06,20647.2
"Finland","Europe",1997,77.13,5.13441e+06,23724
"Finland","Europe",2002,78.37,5.19304e+06,28204.6
"Finland","Europe",2007,79.313,5.23846e+06,33207.1
"France","Europe",1952,67.41,4.24597e+07,7029.81
"France","Europe",1957,68.93,4.43109e+07,8662.83
"France","Europe",1962,70.51,4.7124e+07,10560.5
"France","Europe",1967,71.55,4.9569e+07,12999.9
"France","Europe",1972,72.38,5.1732e+07,16107.2
"France","Europe",1977,73.83,5.3165e+07,18292.6
"France","Europe",1982,74.89,5.44336e+07,20293.9
"France","Europe",1987,76.34,5.56301e+07,22066.4
"France","Europe",1992,77.46,5.73742e+07,24703.8
"France","Europe",1997,78.64,5.86234e+07,25889.8
"France","Europe",2002,79.59,5.9925e+07,28926
"France","Europe",2007,80.657,6.10839e+07,30470
"Gabon","Africa",1952,37.003,420702,4293.48
"Gabon","Africa",1957,38.999,434904,4976.2
"Gabon","Africa",1962,40.489,455661,6631.46
"Gabon","Africa",1967,44.598,489004,8358.76
"Gabon","Africa",1972,48.69,537977,11401.9
"Gabon","Africa",1977,52.79,706367,21745.6
"Gabon","Africa",1982,56.564,753874,15113.4
"Gabon","Africa",1987,60.19,880397,11864.4
"Gabon","Africa",1992,61.366,985739,13522.2
"Gabon","Africa",1997,60.461,1.12619e+06,14722.8
"Gabon","Africa",2002,56.761,1.2993e+06,12521.7
"Gabon","Africa",2007,56.735,1.45487e+06,13206.5
"Gambia","Africa",1952,30,284320,485.231
"Gambia","Africa",1957,32.065,323150,520.927
"Gambia","Africa",1962,33.896,374020,599.65
"Gambia","Africa",1967,35.857,439593,734.783
"Gambia","Africa",1972,38.308,517101,756.087
"Gambia","Africa",1977,41.842,608274,884.755
"Gambia","Africa",1982,45.58,715523,835.81
"Gambia","Africa",1987,49.265,848406,611.659
"Gambia","Africa",1992,52.644,1.02538e+06,665.624
"Gambia","Africa",1997,55.861,1.23577e+06,653.73
"Gambia","Africa",2002,58.041,1.45777e+06,660.586
"Gambia","Africa",2007,59.448,1.68836e+06,752.75
"Germany","Europe",1952,67.5,6.9146e+07,7144.11
"Germany","Europe",1957,69.1,7.10191e+07,10187.8
"Germany","Europe",1962,70.3,7.37391e+07,12902.5
"Germany","Europe",1967,70.8,7.63685e+07,14745.6
"Germany","Europe",1972,71,7.87171e+07,18016.2
"Germany","Europe",1977,72.5,7.81608e+07,20512.9
"Germany","Europe",1982,73.8,7.83353e+07,22031.5
"Germany","Europe",1987,74.847,7.77183e+07,24639.2
"Germany","Europe",1992,76.07,8.05978e+07,26505.3
"Germany","Europe",1997,77.34,8.20111e+07,27788.9
"Germany","Europe",2002,78.67,8.23507e+07,30035.8
"Germany","Europe",2007,79.406,8.2401e+07,32170.4
"Ghana","Africa",1952,43.149,5.581e+06,911.299
"Ghana","Africa",1957,44.779,6.39129e+06,1043.56
"Ghana","Africa",1962,46.452,7.35525e+06,1190.04
"Ghana","Africa",1967,48.072,8.49021e+06,1125.7
"Ghana","Africa",1972,49.875,9.35412e+06,1178.22
"Ghana","Africa",1977,51.756,1.05381e+07,993.224
"Ghana","Africa",1982,53.744,1.14003e+07,876.033
"Ghana","Africa",1987,55.729,1.41681e+07,847.006
"Ghana","Africa",1992,57.501,1.62787e+07,925.06
"Ghana","Africa",1997,58.556,1.84183e+07,1005.25
"Ghana","Africa",2002,58.453,2.05508e+07,1111.98
"Ghana","Africa",2007,60.022,2.28733e+07,1327.61
"Greece","Europe",1952,65.86,7.73325e+06,3530.69
"Greece","Europe",1957,67.86,8.09622e+06,4916.3
"Greece","Europe",1962,69.51,8.44823e+06,6017.19
"Greece","Europe",1967,71,8.71644e+06,8513.1
"Greece","Europe",1972,72.34,8.88863e+06,12724.8
"Greece","Europe",1977,73.68,9.30848e+06,14195.5
"Greece","Europe",1982,75.24,9.78648e+06,15268.4
"Greece","Europe",1987,76.67,9.97449e+06,16120.5
"Greece","Europe",1992,77.03,1.03254e+07,17541.5
"Greece","Europe",1997,77.869,1.05024e+07,18747.7
"Greece","Europe",2002,78.256,1.06039e+07,22514.3
"Greece","Europe",2007,79.483,1.07063e+07,27538.4
"Guatemala","Americas",1952,42.023,3.14638e+06,2428.24
"Guatemala","Americas",1957,44.142,3.64088e+06,2617.16
"Guatemala","Americas",1962,46.954,4.20886e+06,2750.36
"Guatemala","Americas",1967,50.016,4.69077e+06,3242.53
"Guatemala","Americas",1972,53.738,5.14958e+06,4031.41
"Guatemala","Americas",1977,56.029,5.70343e+06,4879.99
"Guatemala","Americas",1982,58.137,6.39563e+06,4820.49
"Guatemala","Americas",1987,60.782,7.32641e+06,4246.49
"Guatemala","Americas",1992,63.373,8.48695e+06,4439.45
"Guatemala","Americas",1997,66.322,9.80388e+06,4684.31
"Guatemala","Americas",2002,68.978,1.11786e+07,4858.35
"Guatemala","Americas",2007,70.259,1.25729e+07,5186.05
"Guinea","Africa",1952,33.609,2.66425e+06,510.196
"Guinea","Africa",1957,34.558,2.87673e+06,576.267
"Guinea","Africa",1962,35.753,3.14e+06,686.374
"Guinea","Africa",1967,37.197,3.45142e+06,708.76
"Guinea","Africa",1972,38.842,3.81139e+06,741.666
"Guinea","Africa",1977,40.762,4.22703e+06,874.686
"Guinea","Africa",1982,42.891,4.7105e+06,857.25
"Guinea","Africa",1987,45.552,5.65026e+06,805.572
"Guinea","Africa",1992,48.576,6.99057e+06,794.348
"Guinea","Africa",1997,51.455,8.04883e+06,869.45
"Guinea","Africa",2002,53.676,8.80782e+06,945.584
"Guinea","Africa",2007,56.007,9.94781e+06,942.654
"Guinea-Bissau","Africa",1952,32.5,580653,299.85
"Guinea-Bissau","Africa",1957,33.489,601095,431.79
"Guinea-Bissau","Africa",1962,34.488,627820,522.034
"Guinea-Bissau","Africa",1967,35.492,601287,715.581
"Guinea-Bissau","Africa",1972,36.486,625361,820.225
"Guinea-Bissau","Africa",1977,37.465,745228,764.726
"Guinea-Bissau","Africa",1982,39.327,825987,838.124
"Guinea-Bissau","Africa",1987,41.245,927524,736.415
"Guinea-Bissau","Africa",1992,43.266,1.05094e+06,745.54
"Guinea-Bissau","Africa",1997,44.873,1.19371e+06,796.664
"Guinea-Bissau","Africa",2002,45.504,1.33246e+06,575.705
"Guinea-Bissau","Africa",2007,46.388,1.47204e+06,579.232
"Haiti","Americas",1952,37.579,3.20149e+06,1840.37
"Haiti","Americas",1957,40.696,3.5077e+06,1726.89
"Haiti","Americas",1962,43.59,3.88013e+06,1796.59
"Haiti","Americas",1967,46.243,4.31814e+06,1452.06
"Haiti","Americas",1972,48.042,4.6983e+06,1654.46
"Haiti","Americas",1977,49.923,4.90855e+06,1874.3
"Haiti","Americas",1982,51.461,5.1984e+06,2011.16
"Haiti","Americas",1987,53.636,5.7562e+06,1823.02
"Haiti","Americas",1992,55.089,6.32668e+06,1456.31
"Haiti","Americas",1997,56.671,6.91354e+06,1341.73
"Haiti","Americas",2002,58.137,7.60765e+06,1270.36
"Haiti","Americas",2007,60.916,8.50281e+06,1201.64
"Honduras","Americas",1952,41.912,1.51745e+06,2194.93
"Honduras","Americas",1957,44.665,1.77039e+06,2220.49
"Honduras","Americas",1962,48.041,2.09016e+06,2291.16
"Honduras","Americas",1967,50.924,2.50069e+06,2538.27
"Honduras","Americas",1972,53.884,2.96515e+06,2529.84
"Honduras","Americas",1977,57.402,3.05524e+06,3203.21
"Honduras","Americas",1982,60.909,3.66945e+06,3121.76
"Honduras","Americas",1987,64.492,4.3722e+06,3023.1
"Honduras","Americas",1992,66.399,5.07735e+06,3081.69
"Honduras","Americas",1997,67.659,5.86796e+06,3160.45
"Honduras","Americas",2002,68.565,6.67733e+06,3099.73
"Honduras","Americas",2007,70.198,7.48376e+06,3548.33
"Hong Kong, China","Asia",1952,60.96,2.1259e+06,3054.42
"Hong Kong, China","Asia",1957,64.75,2.7363e+06,3629.08
"Hong Kong, China","Asia",1962,67.65,3.3052e+06,4692.65
"Hong Kong, China","Asia",1967,70,3.7228e+06,6197.96
"Hong Kong, China","Asia",1972,72,4.1157e+06,8315.93
"Hong Kong, China","Asia",1977,73.6,4.5837e+06,11186.1
"Hong Kong, China","Asia",1982,75.45,5.2645e+06,14560.5
"Hong Kong, China","Asia",1987,76.2,5.58451e+06,20038.5
"Hong Kong, China","Asia",1992,77.601,5.8297e+06,24757.6
"Hong Kong, China","Asia",1997,80,6.49592e+06,28377.6
"Hong Kong, China","Asia",2002,81.495,6.76248e+06,30209
"Hong Kong, China","Asia",2007,82.208,6.98041e+06,39725
"Hungary","Europe",1952,64.03,9.504e+06,5263.67
"Hungary","Europe",1957,66.41,9.839e+06,6040.18
"Hungary","Europe",1962,67.96,1.0063e+07,7550.36
"Hungary","Europe",1967,69.5,1.02234e+07,9326.64
"Hungary","Europe",1972,69.76,1.03941e+07,10168.7
"Hungary","Europe",1977,69.95,1.06372e+07,11674.8
"Hungary","Europe",1982,69.39,1.07055e+07,12546
"Hungary","Europe",1987,69.58,1.06127e+07,12986.5
"Hungary","Europe",1992,69.17,1.03487e+07,10535.6
"Hungary","Europe",1997,71.04,1.02447e+07,11712.8
"Hungary","Europe",2002,72.59,1.00833e+07,14843.9
"Hungary","Europe",2007,73.338,9.95611e+06,18008.9
"Iceland","Europe",1952,72.49,147962,7267.69
"Iceland","Europe",1957,73.47,165110,9244
"Iceland","Europe",1962,73.68,182053,10350.2
"Iceland","Europe",1967,73.73,198676,13319.9
"Iceland","Europe",1972,74.46,209275,15798.1
"Iceland","Europe",1977,76.11,221823,19655
"Iceland","Europe",1982,76.99,233997,23269.6
"Iceland","Europe",1987,77.23,244676,26923.2
"Iceland","Europe",1992,78.77,259012,25144.4
"Iceland","Europe",1997,78.95,271192,28061.1
"Iceland","Europe",2002,80.5,288030,31163.2
"Iceland","Europe",2007,81.757,301931,36180.8
"India","Asia",1952,37.373,3.72e+08,546.566
"India","Asia",1957,40.249,4.09e+08,590.062
"India","Asia",1962,43.605,4.54e+08,658.347
"India","Asia",1967,47.193,5.06e+08,700.771
"India","Asia",1972,50.651,5.67e+08,724.033
"India","Asia",1977,54.208,6.34e+08,813.337
"India","Asia",1982,56.596,7.08e+08,855.724
"India","Asia",1987,58.553,7.88e+08,976.513
"India","Asia",1992,60.223,8.72e+08,1164.41
"India","Asia",1997,61.765,9.59e+08,1458.82
"India","Asia",2002,62.879,1.03417e+09,1746.77
"India","Asia",2007,64.698,1.1104e+09,2452.21
"Indonesia","Asia",1952,37.468,8.2052e+07,749.682
"Indonesia","Asia",1957,39.918,9.0124e+07,858.9
"Indonesia","Asia",1962,42.518,9.9028e+07,849.29
"Indonesia","Asia",1967,45.964,1.09343e+08,762.432
"Indonesia","Asia",1972,49.203,1.21282e+08,1111.11
"Indonesia","Asia",1977,52.702,1.36725e+08,1382.7
"Indonesia","Asia",1982,56.159,1.53343e+08,1516.87
"Indonesia","Asia",1987,60.137,1.69276e+08,1748.36
"Indonesia","Asia",1992,62.681,1.84816e+08,2383.14
"Indonesia","Asia",1997,66.041,1.99278e+08,3119.34
"Indonesia","Asia",2002,68.588,2.1106e+08,2873.91
"Indonesia","Asia",2007,70.65,2.23547e+08,3540.65
"Iran","Asia",1952,44.869,1.7272e+07,3035.33
"Iran","Asia",1957,47.181,1.9792e+07,3290.26
"Iran","Asia",1962,49.325,2.2874e+07,4187.33
"Iran","Asia",1967,52.469,2.6538e+07,5906.73
"Iran","Asia",1972,55.234,3.0614e+07,9613.82
"Iran","Asia",1977,57.702,3.54807e+07,11888.6
"Iran","Asia",1982,59.62,4.30728e+07,7608.33
"Iran","Asia",1987,63.04,5.18897e+07,6642.88
"Iran","Asia",1992,65.742,6.0398e+07,7235.65
"Iran","Asia",1997,68.042,6.3328e+07,8263.59
"Iran","Asia",2002,69.451,6.69078e+07,9240.76
"Iran","Asia",2007,70.964,6.94536e+07,11605.7
"Iraq","Asia",1952,45.32,5.44177e+06,4129.77
"Iraq","Asia",1957,48.437,6.24864e+06,6229.33
"Iraq","Asia",1962,51.457,7.24026e+06,8341.74
"Iraq","Asia",1967,54.459,8.51928e+06,8931.46
"Iraq","Asia",1972,56.95,1.00615e+07,9576.04
"Iraq","Asia",1977,60.413,1.18829e+07,14688.2
"Iraq","Asia",1982,62.038,1.41733e+07,14517.9
"Iraq","Asia",1987,65.044,1.65432e+07,11643.6
"Iraq","Asia",1992,59.461,1.78619e+07,3745.64
"Iraq","Asia",1997,58.811,2.07757e+07,3076.24
"Iraq","Asia",2002,57.046,2.40018e+07,4390.72
"Iraq","Asia",2007,59.545,2.74996e+07,4471.06
"Ireland","Europe",1952,66.91,2.95216e+06,5210.28
"Ireland","Europe",1957,68.9,2.87822e+06,5599.08
"Ireland","Europe",1962,70.29,2.83e+06,6631.6
"Ireland","Europe",1967,71.08,2.9001e+06,7655.57
"Ireland","Europe",1972,71.28,3.0244e+06,9530.77
"Ireland","Europe",1977,72.03,3.2719e+06,11151
"Ireland","Europe",1982,73.1,3.48e+06,12618.3
"Ireland","Europe",1987,74.36,3.5399e+06,13872.9
"Ireland","Europe",1992,75.467,3.55776e+06,17558.8
"Ireland","Europe",1997,76.122,3.66723e+06,24521.9
"Ireland","Europe",2002,77.783,3.87916e+06,34077
"Ireland","Europe",2007,78.885,4.10909e+06,40676
"Israel","Asia",1952,65.39,1.62091e+06,4086.52
"Israel","Asia",1957,67.84,1.9444e+06,5385.28
"Israel","Asia",1962,69.39,2.3109e+06,7105.63
"Israel","Asia",1967,70.75,2.69358e+06,8393.74
"Israel","Asia",1972,71.63,3.09589e+06,12786.9
"Israel","Asia",1977,73.06,3.49592e+06,13306.6
"Israel","Asia",1982,74.45,3.85842e+06,15367
"Israel","Asia",1987,75.6,4.20315e+06,17122.5
"Israel","Asia",1992,76.93,4.93655e+06,18051.5
"Israel","Asia",1997,78.269,5.53139e+06,20896.6
"Israel","Asia",2002,79.696,6.02953e+06,21905.6
"Israel","Asia",2007,80.745,6.42668e+06,25523.3
"Italy","Europe",1952,65.94,4.7666e+07,4931.4
"Italy","Europe",1957,67.81,4.9182e+07,6248.66
"Italy","Europe",1962,69.24,5.08432e+07,8243.58
"Italy","Europe",1967,71.06,5.26671e+07,10022.4
"Italy","Europe",1972,72.19,5.43656e+07,12269.3
"Italy","Europe",1977,73.48,5.60592e+07,14256
"Italy","Europe",1982,74.98,5.65356e+07,16537.5
"Italy","Europe",1987,76.42,5.67297e+07,19207.2
"Italy","Europe",1992,77.44,5.68408e+07,22013.6
"Italy","Europe",1997,78.82,5.74795e+07,24675
"Italy","Europe",2002,80.24,5.7927e+07,27968.1
"Italy","Europe",2007,80.546,5.81477e+07,28569.7
"Jamaica","Americas",1952,58.53,1.4261e+06,2898.53
"Jamaica","Americas",1957,62.61,1.53509e+06,4756.53
"Jamaica","Americas",1962,65.61,1.66513e+06,5246.11
"Jamaica","Americas",1967,67.51,1.8611e+06,6124.7
"Jamaica","Americas",1972,69,1.99762e+06,7433.89
"Jamaica","Americas",1977,70.11,2.15681e+06,6650.2
"Jamaica","Americas",1982,71.21,2.29831e+06,6068.05
"Jamaica","Americas",1987,71.77,2.32661e+06,6351.24
"Jamaica","Americas",1992,71.766,2.37862e+06,7404.92
"Jamaica","Americas",1997,72.262,2.53131e+06,7121.92
"Jamaica","Americas",2002,72.047,2.66466e+06,6994.77
"Jamaica","Americas",2007,72.567,2.78013e+06,7320.88
"Japan","Asia",1952,63.03,8.6459e+07,3216.96
"Japan","Asia",1957,65.5,9.1563e+07,4317.69
"Japan","Asia",1962,68.73,9.58318e+07,6576.65
"Japan","Asia",1967,71.43,1.00825e+08,9847.79
"Japan","Asia",1972,73.42,1.07188e+08,14778.8
"Japan","Asia",1977,75.38,1.13872e+08,16610.4
"Japan","Asia",1982,77.11,1.18455e+08,19384.1
"Japan","Asia",1987,78.67,1.22091e+08,22375.9
"Japan","Asia",1992,79.36,1.24329e+08,26824.9
"Japan","Asia",1997,80.69,1.25956e+08,28816.6
"Japan","Asia",2002,82,1.27066e+08,28604.6
"Japan","Asia",2007,82.603,1.27468e+08,31656.1
"Jordan","Asia",1952,43.158,607914,1546.91
"Jordan","Asia",1957,45.669,746559,1886.08
"Jordan","Asia",1962,48.126,933559,2348.01
"Jordan","Asia",1967,51.629,1.25506e+06,2741.8
"Jordan","Asia",1972,56.528,1.61355e+06,2110.86
"Jordan","Asia",1977,61.134,1.93765e+06,2852.35
"Jordan","Asia",1982,63.739,2.34703e+06,4161.42
"Jordan","Asia",1987,65.869,2.82004e+06,4448.68
"Jordan","Asia",1992,68.015,3.86741e+06,3431.59
"Jordan","Asia",1997,69.772,4.52624e+06,3645.38
"Jordan","Asia",2002,71.263,5.30747e+06,3844.92
"Jordan","Asia",2007,72.535,6.05319e+06,4519.46
"Kenya","Africa",1952,42.27,6.46405e+06,853.541
"Kenya","Africa",1957,44.686,7.45478e+06,944.438
"Kenya","Africa",1962,47.949,8.67856e+06,896.966
"Kenya","Africa",1967,50.654,1.01915e+07,1056.74
"Kenya","Africa",1972,53.559,1.20448e+07,1222.36
"Kenya","Africa",1977,56.155,1.45004e+07,1267.61
"Kenya","Africa",1982,58.766,1.76615e+07,1348.23
"Kenya","Africa",1987,59.339,2.11981e+07,1361.94
"Kenya","Africa",1992,59.285,2.50205e+07,1341.92
"Kenya","Africa",1997,54.407,2.82638e+07,1360.49
"Kenya","Africa",2002,50.992,3.13868e+07,1287.51
"Kenya","Africa",2007,54.11,3.56102e+07,1463.25
"Korea, Dem. Rep.","Asia",1952,50.056,8.86549e+06,1088.28
"Korea, Dem. Rep.","Asia",1957,54.081,9.41138e+06,1571.13
"Korea, Dem. Rep.","Asia",1962,56.656,1.09175e+07,1621.69
"Korea, Dem. Rep.","Asia",1967,59.942,1.2617e+07,2143.54
"Korea, Dem. Rep.","Asia",1972,63.983,1.47812e+07,3701.62
"Korea, Dem. Rep.","Asia",1977,67.159,1.63253e+07,4106.3
"Korea, Dem. Rep.","Asia",1982,69.1,1.76475e+07,4106.53
"Korea, Dem. Rep.","Asia",1987,70.647,1.90676e+07,4106.49
"Korea, Dem. Rep.","Asia",1992,69.978,2.07114e+07,3726.06
"Korea, Dem. Rep.","Asia",1997,67.727,2.15851e+07,1690.76
"Korea, Dem. Rep.","Asia",2002,66.662,2.22154e+07,1646.76
"Korea, Dem. Rep.","Asia",2007,67.297,2.33017e+07,1593.07
"Korea, Rep.","Asia",1952,47.453,2.09476e+07,1030.59
"Korea, Rep.","Asia",1957,52.681,2.26116e+07,1487.59
"Korea, Rep.","Asia",1962,55.292,2.64203e+07,1536.34
"Korea, Rep.","Asia",1967,57.716,3.0131e+07,2029.23
"Korea, Rep.","Asia",1972,62.612,3.3505e+07,3030.88
"Korea, Rep.","Asia",1977,64.766,3.6436e+07,4657.22
"Korea, Rep.","Asia",1982,67.123,3.9326e+07,5622.94
"Korea, Rep.","Asia",1987,69.81,4.1622e+07,8533.09
"Korea, Rep.","Asia",1992,72.244,4.38054e+07,12104.3
